img_name;folder;image;h_1;h_2;h_3;h_4;h_5;h_6;h_7;h_8;h_9;h_10;pw_1;pw_2;pw_3;pw_4;pw_5;pw_6;pw_7;pw_8;pw_9;pw_10
Pieza_06_foto56;6;56;49;79;93;86;76;76;77;77;75;32;38.28125;56.50712025316456;67.83434139784946;58.99345930232558;59.32360197368421;57.03125;59.65909090909091;59.31412337662338;58.59375;0.0
Pieza_06_foto61;6;61;132;144;144;144;152;152;146;152;152;152;96.96969696969697;88.88888888888889;88.88888888888889;88.88888888888889;84.21052631578948;84.21052631578948;87.67123287671232;84.21052631578948;84.21052631578948;84.21052631578948
Pieza_06_foto62;6;62;51;51;55;55;54;57;57;58;59;61;39.84375;39.84375;40.625;42.88352272727273;42.1875;43.99671052631579;43.11951754385965;45.3125;45.3125;47.14395491803279
Pieza_06_foto78;6;78;54;54;60;59;55;60;60;58;59;62;42.1875;42.1875;46.380208333333336;42.96875;42.96875;43.190104166666664;45.703125;44.53125;46.09375;48.336693548387096
Pieza_07_foto0;7;0;189;189;170;100;95;90;90;91;189;189;67.72486772486772;67.72486772486772;66.70496323529412;74.7890625;73.84868421052632;70.3125;69.77430555555556;70.4584478021978;51.20701058201058;67.72486772486772
Pieza_07_foto00;7;0;144;144;127;119;109;102;78;76;53;53;88.88888888888889;88.83463541666667;96.70890748031496;89.12158613445378;82.28927752293578;75.59742647058823;60.9375;58.84046052631579;41.40625;39.887971698113205
Pieza_07_foto01;7;1;279;278;257;254;244;233;220;209;195;186;45.878136200716845;46.0431654676259;49.80544747081712;50.39370078740158;52.459016393442624;54.93562231759657;58.18181818181818;61.24401913875598;65.64102564102564;68.81720430107526
Pieza_07_foto011;7;11;60;60;60;53;52;49;45;42;60;60;46.875;46.875;45.46875;41.362028301886795;39.61838942307692;37.37244897959184;34.60069444444444;31.808035714285715;29.6875;46.875
Pieza_07_foto012;7;12;108;108;108;75;43;28;25;26;108;108;84.375;84.375;66.94878472222223;48.104166666666664;31.72238372093023;51.510989010989015;0.0;19.681490384615383;70.703125;84.375
Pieza_07_foto013;7;13;78;78;70;71;71;70;67;78;78;78;60.9375;57.60216346153846;53.90625;54.6875;54.61047535211268;54.6875;52.34375;52.93469551282051;60.9375;60.9375
Pieza_07_foto014;7;14;55;55;55;48;45;44;41;38;36;36;42.96875;42.96875;41.09375;37.5;35.15625;34.10866477272727;30.92606707317073;28.248355263157894;27.9296875;25.78125
Pieza_07_foto015;7;15;108;108;108;108;108;108;108;108;108;101;84.375;84.375;84.375;84.375;84.375;84.375;84.375;84.375;84.375;78.90625
Pieza_07_foto016;7;16;77;77;77;71;65;64;77;77;77;77;60.15625;60.15625;60.15625;51.837588028169016;50.78125;50.0;50.0;60.15625;60.15625;60.15625
Pieza_07_foto017;7;17;72;72;72;72;72;72;72;72;72;72;56.25;56.25;56.25;56.25;56.25;56.25;56.25;56.25;56.25;56.25
Pieza_07_foto021;7;21;63;75;75;75;75;63;60;53;45;40;48.4375;57.59375;58.59375;58.59375;58.03125;49.21875;45.846354166666664;37.7063679245283;34.18402777777778;31.25
Pieza_07_foto022;7;22;117;117;110;102;91;82;72;63;56;48;90.87206196581197;90.34455128205128;84.0340909090909;75.06127450980392;68.64697802197803;60.99466463414634;53.483072916666664;48.11507936507937;41.50390625;36.865234375
Pieza_07_foto023;7;23;97;97;105;105;93;89;80;70;67;47;75.78125;75.16913659793815;76.80803571428571;80.89285714285714;71.91700268817205;68.2057584269663;58.369140625;53.18080357142857;51.317630597014926;36.71875
Pieza_07_foto024;7;24;72;64;58;58;57;55;53;51;72;72;56.25;47.44873046875;45.17780172413793;45.13739224137931;44.36677631578947;42.96875;40.69870283018868;39.84375;38.28125;56.25
Pieza_07_foto025;7;25;160;160;160;160;160;160;160;160;160;160;80.0;80.0;80.0;80.0;80.0;80.0;80.0;80.0;80.0;80.0
Pieza_07_foto026;7;26;207;207;207;182;170;163;153;135;127;107;61.83574879227053;61.83574879227053;61.83574879227053;70.32967032967034;75.29411764705883;78.52760736196319;83.66013071895425;94.80324074074075;92.86417322834646;83.59375
Pieza_07_foto07;7;7;48;48;48;48;48;48;48;42;48;48;37.5;37.5;37.5;37.5;37.5;37.5;37.5;32.73809523809524;33.170572916666664;37.5
Pieza_07_foto08;7;8;54;54;54;54;44;43;54;54;54;54;42.1875;42.1875;42.1875;38.570601851851855;34.375;33.59375;36.60300925925926;42.1875;42.1875;42.1875
Pieza_07_foto09;7;9;58;90;90;90;90;90;90;75;77;78;28.90625;45.3125;70.3125;51.041666666666664;48.489583333333336;70.3125;70.3125;55.59375;58.603896103896105;60.78725961538461
Pieza_07_foto1;7;1;55;66;78;90;101;115;123;134;147;147;1.9886363636363635;6.131628787878788;11.658653846153847;17.682291666666668;24.419863861386137;33.349184782608695;37.385670731707314;44.64202425373134;54.639668367346935;57.48299319727891
Pieza_07_foto10;7;10;60;60;60;60;60;60;60;60;60;60;47.24409448818898;47.24409448818898;47.24409448818898;47.24409448818898;27.664041994750654;47.24409448818898;47.24409448818898;42.51968503937008;47.24409448818898;47.24409448818898
Pieza_07_foto15;7;15;132;132;123;105;100;94;82;72;61;50;96.96969696969697;95.99313446969697;87.9001524390244;81.79315476190476;73.9921875;70.05485372340425;62.91920731707317;52.810329861111114;46.670081967213115;35.703125
Pieza_07_foto16;7;16;98;98;98;59;54;48;98;98;98;98;76.5625;76.5625;72.16198979591837;46.09375;34.432870370370374;36.149088541666664;52.31983418367347;76.5625;76.5625;76.5625
Pieza_07_foto17;7;17;72;72;72;72;48;49;58;72;72;72;56.25;56.25;56.25;39.453125;37.418619791666664;37.3405612244898;42.32219827586207;46.98350694444444;56.25;56.25
Pieza_07_foto18;7;18;114;114;108;114;105;100;99;62;51;45;89.0625;88.77467105263158;84.375;87.66447368421052;75.78869047619048;77.3359375;55.176767676767675;45.564516129032256;37.009803921568626;35.017361111111114
Pieza_07_foto19;7;19;71;96;104;104;104;104;104;104;104;50;55.46875;61.319986979166664;76.26953125;81.25;81.25;81.25;81.25;81.25;57.03125;39.0625
Pieza_07_foto23;7;23;126;126;111;109;62;58;110;110;126;126;98.4375;90.33358134920636;85.99380630630631;71.37327981651376;48.39969758064516;39.66864224137931;58.72869318181818;67.0809659090909;62.239583333333336;98.4375
Pieza_07_foto24;7;24;80;59;57;57;55;54;54;54;74;80;62.5;45.27277542372882;44.03782894736842;44.53125;42.96875;42.1875;42.1875;41.811342592592595;41.88133445945946;62.5
Pieza_07_foto25;7;25;112;112;97;94;49;47;92;92;112;112;87.5;86.24441964285714;75.33827319587628;59.25864361702128;37.755102040816325;36.10372340425532;69.19157608695652;71.875;73.4375;87.5
Pieza_07_foto7;7;7;132;132;125;69;45;95;125;132;132;132;96.96969696969697;95.17637310606061;77.00625;53.90625;34.46180555555556;56.01151315789474;81.04375;95.76231060606061;96.96969696969697;96.96969696969697
Pieza_07_foto9;7;9;144;136;125;111;97;79;68;59;43;29;88.88888888888889;93.93382352941177;90.83125;81.38372747747748;72.51127577319588;59.375;49.73575367647059;45.842161016949156;32.57630813953488;22.65625
Pieza_08_foto012;8;12;96;95;89;92;92;84;84;87;88;62;74.82096354166667;72.12993421052632;69.12745786516854;67.96875;68.70754076086956;64.08110119047619;64.18340773809524;49.91020114942529;68.68785511363636;48.4375
Pieza_08_foto013;8;13;76;75;79;79;70;70;65;59;59;59;59.375;58.59375;59.42444620253165;61.026503164556964;53.90625;54.6875;49.41105769230769;45.53760593220339;46.09375;45.45815677966102
Pieza_08_foto017;8;17;69;69;65;65;65;63;63;68;62;62;53.90625;52.10597826086956;47.70432692307692;50.78125;48.81009615384615;48.4375;48.8343253968254;51.78079044117647;46.875;48.4375
Pieza_08_foto018;8;18;61;65;65;61;60;61;61;59;54;59;47.65625;49.26682692307692;49.45913461538461;47.65625;46.875;46.990266393442624;46.50358606557377;46.04078389830509;42.1875;42.75688559322034
Pieza_08_foto019;8;19;91;91;88;83;88;88;86;86;86;78;71.09375;70.33825549450549;67.1786221590909;64.0625;66.5127840909091;68.75;67.1875;66.08829941860465;66.53343023255815;51.49238782051282
Pieza_08_foto07;8;7;85;81;77;71;69;65;60;59;59;59;66.02022058823529;61.68016975308642;57.700892857142854;55.083626760563384;53.03442028985507;47.45192307692308;46.875;45.35222457627118;46.09375;46.09375
Pieza_08_foto12;8;12;65;91;90;87;87;95;95;93;98;100;50.78125;71.03365384615384;58.66319444444444;66.30747126436782;66.81932471264368;70.0657894736842;70.92927631578948;71.81619623655914;73.98756377551021;77.4609375
Pieza_08_foto13;8;13;62;62;62;68;73;73;82;82;78;79;47.65625;48.4375;48.28629032258065;49.36810661764706;56.44263698630137;56.77440068493151;50.171493902439025;62.41425304878049;60.9375;61.71875
Pieza_08_foto14;8;14;55;55;55;57;56;58;59;59;67;73;42.96875;42.96875;42.96875;44.53125;43.75;44.27532327586207;46.09375;46.09375;49.312033582089555;56.77440068493151
Pieza_08_foto15;8;15;55;56;56;62;63;66;67;70;77;77;42.1875;43.75;43.75;46.32056451612903;48.697916666666664;50.80492424242424;52.16884328358209;53.85044642857143;54.6875;60.15625
Pieza_08_foto16;8;16;59;69;69;67;67;64;68;79;80;83;46.09375;48.177083333333336;47.305253623188406;49.16044776119403;51.43423507462686;49.755859375;50.505514705882355;59.81012658227848;62.5;63.41302710843374
Pieza_08_foto17;8;17;57;56;52;51;56;59;55;56;63;63;44.53125;42.898995535714285;39.84375;39.185049019607845;39.0625;46.09375;42.96875;42.96875;46.10615079365079;49.21875
Pieza_08_foto18;8;18;57;57;63;64;64;63;64;69;69;64;44.53125;44.53125;45.72172619047619;49.21875;49.81689453125;49.21875;49.71923828125;50.67934782608695;53.18161231884058;50.0
Pieza_08_foto19;8;19;82;86;89;89;97;97;86;91;94;94;48.951981707317074;64.78924418604652;67.62640449438203;69.46102528089888;71.43202319587628;69.88563144329896;66.40625;69.46256868131869;72.9471409574468;73.4375
Pieza_08_foto7;8;7;63;63;63;63;69;72;74;80;84;90;49.21875;49.21875;48.12748015873016;49.13194444444444;49.21875;55.02387152777778;57.25295608108108;59.43359375;63.625372023809526;68.31597222222223
Pieza_10_foto0104;10;104;82;104;112;112;108;107;79;75;88;88;58.59375;78.68088942307692;83.94252232142857;87.09542410714286;83.62268518518519;69.98393691588785;60.6309335443038;58.59375;68.2528409090909;46.57315340909091
Pieza_10_foto0105;10;105;80;79;75;65;67;78;78;103;103;103;62.5;61.56052215189873;54.739583333333336;42.03125;52.1571828358209;58.203125;60.9375;70.29733009708738;80.46875;80.46875
Pieza_10_foto104;10;104;91;91;90;86;86;84;88;88;81;65;70.3125;71.09375;55.86805555555556;67.11482558139535;66.28815406976744;65.0297619047619;68.29723011363636;63.48544034090909;63.01118827160494;50.78125
Pieza_10_foto105;10;105;106;106;106;103;101;75;68;78;82;83;82.8125;82.8125;81.58903301886792;79.32342233009709;74.76021039603961;54.59375;50.78125;58.75400641025641;63.8719512195122;64.84375
Pieza_12_foto0146;12;146;72;74;74;73;65;84;87;87;71;64;53.90625;56.397804054054056;57.8125;52.622003424657535;50.78125;53.348214285714285;62.85919540229885;67.29525862068965;55.46875;50.0
Pieza_12_foto024;12;24;87;114;114;114;114;111;106;107;68;68;58.60272988505747;81.09237938596492;88.59649122807018;88.47313596491227;87.7467105263158;86.48648648648648;82.8125;83.41851635514018;53.125;49.551930147058826
Pieza_12_foto025;12;25;118;119;119;119;114;111;99;97;77;72;84.91128177966101;92.33849789915966;92.96875;89.83718487394958;88.41831140350877;84.12865990990991;75.98642676767676;67.51771907216495;57.3051948051948;52.571614583333336
Pieza_12_foto049;12;49;91;86;91;86;85;89;91;90;84;50;71.09375;67.1875;69.8231456043956;66.9876453488372;65.96507352941177;67.90730337078652;70.44986263736264;69.54861111111111;62.12797619047619;39.0625
Pieza_12_foto0490;12;490;71;70;70;68;68;68;68;66;61;56;55.46875;45.3125;54.453125;53.125;52.36672794117647;52.837775735294116;52.435661764705884;50.67471590909091;47.20799180327869;43.02455357142857
Pieza_12_foto0509;12;509;69;68;66;64;63;62;61;60;56;54;53.90625;52.78033088235294;51.5625;49.3408203125;49.18154761904762;48.4375;47.348872950819676;46.6796875;43.75;40.914351851851855
Pieza_12_foto0510;12;510;61;61;62;62;61;58;55;54;52;50;47.65625;47.11834016393443;47.84526209677419;48.4375;46.84938524590164;44.59859913793103;42.96875;42.1875;40.18930288461539;38.390625
Pieza_12_foto0525;12;525;73;73;73;71;70;68;65;61;58;58;57.03125;57.03125;55.78981164383562;55.46875;54.6875;52.49310661764706;49.57932692307692;47.15676229508197;45.3125;44.760237068965516
Pieza_12_foto0540;12;540;66;65;65;65;59;63;63;61;59;57;51.5625;50.27644230769231;48.04086538461539;50.78125;44.55773305084746;47.74305555555556;49.18154761904762;47.65625;45.246292372881356;43.54440789473684
Pieza_12_foto0541;12;541;64;64;58;65;65;65;65;62;60;57;50.0;48.5107421875;43.844288793103445;43.67788461538461;50.43269230769231;50.0;50.78125;47.88306451612903;46.471354166666664;43.70888157894737
Pieza_12_foto0557;12;557;65;65;64;62;61;60;59;57;54;51;50.78125;50.78125;50.0;48.4375;47.451331967213115;46.875;45.53760593220339;43.571820175438596;41.31944444444444;38.970588235294116
Pieza_12_foto0558;12;558;69;68;67;64;61;61;60;58;56;53;53.6231884057971;52.401194852941174;51.66744402985075;48.53515625;42.64856557377049;47.65625;46.1328125;44.800646551724135;43.289620535714285;40.96403301886792
Pieza_12_foto0576;12;576;90;90;90;90;90;77;90;90;90;90;70.3125;70.3125;70.3125;70.3125;70.3125;57.09212662337662;52.829861111111114;70.3125;70.3125;70.3125
Pieza_12_foto0592;12;592;80;79;77;75;74;72;71;70;59;57;62.5;61.46162974683544;60.15625;58.59375;57.274070945945944;56.25;55.46875;52.901785714285715;45.11387711864407;43.55811403508772
Pieza_12_foto0593;12;593;70;70;70;65;68;68;67;65;63;58;50.78125;54.6875;54.50892857142857;49.79567307692308;50.01148897058823;53.125;52.34375;50.74519230769231;48.51190476190476;45.3125
Pieza_12_foto0611;12;611;83;83;84;85;84;83;79;79;76;74;64.84375;64.84375;64.84375;66.37867647058823;64.97395833333333;63.43185240963855;61.71875;60.611155063291136;59.375;55.57432432432432
Pieza_12_foto0612;12;612;78;80;82;82;80;78;76;74;72;64;28.90625;61.54296875;63.77667682926829;64.0625;61.50390625;59.765625;58.64514802631579;57.8125;54.296875;48.20556640625
Pieza_12_foto0629;12;629;65;68;68;68;67;66;65;61;60;53;47.65625;52.045036764705884;53.125;53.125;52.34375;51.5625;50.40865384615385;47.65625;41.966145833333336;41.27358490566038
Pieza_12_foto0630;12;630;70;72;81;81;60;67;67;66;60;58;54.6875;54.15581597222222;59.03742283950617;61.68981481481482;41.458333333333336;49.696828358208954;52.34375;49.088541666666664;46.692708333333336;45.3125
Pieza_12_foto0648;12;648;74;74;74;71;71;73;73;71;63;63;56.25;57.8125;56.50337837837838;48.778609154929576;53.587147887323944;55.811215753424655;57.03125;54.77552816901409;48.38789682539682;48.90873015873016
Pieza_12_foto0649;12;649;77;80;83;83;79;79;79;71;71;62;60.15625;60.634765625;63.102409638554214;64.27899096385542;61.36273734177215;61.71875;55.00395569620253;45.3125;55.46875;70.96774193548387
Pieza_12_foto0667;12;667;62;64;64;63;62;59;57;56;55;54;48.4375;49.49951171875;50.0;48.611111111111114;48.4375;45.11387711864407;44.0515350877193;43.75;42.96875;42.1875
Pieza_12_foto0685;12;685;64;64;64;63;62;61;58;56;54;51;50.0;50.0;49.4384765625;49.21875;48.4375;46.97745901639344;44.74676724137931;43.20591517857143;41.47858796296296;39.322916666666664
Pieza_12_foto0686;12;686;56;56;56;55;55;53;53;52;52;65;43.75;42.96875;43.75;42.96875;42.32954545454545;41.40625;40.9935141509434;39.84375;39.84375;44.60336538461539
Pieza_12_foto0702;12;702;67;63;63;63;62;61;60;59;59;59;51.177705223880594;49.21875;48.51190476190476;48.598710317460316;48.4375;47.41290983606557;46.848958333333336;45.3125;45.43167372881356;45.418432203389834
Pieza_12_foto0719;12;719;63;63;62;62;62;62;60;58;58;56;49.21875;48.78472222222222;48.4375;48.4375;48.4375;47.65625;46.875;45.3125;44.22144396551724;43.30357142857143
Pieza_12_foto0737;12;737;51;57;58;58;61;61;61;63;64;64;39.84375;39.84375;45.299030172413794;44.18103448275862;45.13319672131148;46.31147540983606;45.32530737704918;48.20188492063492;49.25537109375;49.4140625
Pieza_12_foto0738;12;738;88;89;92;92;84;85;83;82;80;80;68.75;69.34691011235955;69.24252717391305;68.1555706521739;47.330729166666664;66.36029411764706;64.84375;60.41349085365854;62.34375;62.5
Pieza_12_foto074;12;74;77;82;82;74;68;68;67;71;71;56;60.15625;60.15625;62.719131097560975;57.421875;53.125;53.125;49.230410447761194;53.11399647887324;49.526848591549296;42.368861607142854
Pieza_12_foto0774;12;774;79;78;76;72;70;65;51;55;58;57;61.71875;60.30649038461539;58.30592105263158;56.25;54.029017857142854;50.78125;39.84375;40.09943181818182;44.261853448275865;44.02412280701754
Pieza_12_foto095;12;95;76;71;72;72;67;71;71;65;63;53;58.23396381578947;53.90625;55.826822916666664;53.99305555555556;51.15438432835821;53.499119718309856;55.050616197183096;50.76923076923077;47.20982142857143;40.97877358490566
Pieza_12_foto096;12;96;64;68;68;61;59;63;63;81;61;57;49.49951171875;46.875;52.5735294117647;46.670081967213115;45.43167372881356;47.38343253968254;49.107142857142854;62.36496913580247;47.65625;44.53125
Pieza_12_foto097;12;97;83;83;79;77;77;76;76;67;63;61;55.46875;64.79668674698796;56.10166139240506;55.225243506493506;60.15625;59.375;59.36472039473684;52.34375;48.44990079365079;46.759733606557376
Pieza_12_foto146;12;146;68;74;87;87;87;69;76;78;78;75;52.653952205882355;57.8125;65.31968390804597;61.27873563218391;61.323635057471265;53.87228260869565;54.06044407894737;60.9375;59.39503205128205;56.25
Pieza_12_foto24;12;24;104;104;101;106;106;108;108;108;108;81;54.74759615384615;80.1983173076923;78.74381188118812;79.09787735849056;82.23024764150944;83.10908564814815;83.7890625;83.92650462962963;76.49739583333333;48.4375
Pieza_12_foto25;12;25;63;63;75;102;114;117;122;122;122;122;26.674107142857142;27.393353174603174;31.760416666666668;44.424019607843135;62.39720394736842;66.76014957264957;68.80122950819673;71.95184426229508;71.95184426229508;64.3890881147541
Pieza_12_foto49;12;49;81;78;84;84;82;84;82;80;79;85;62.95331790123457;60.15625;64.51822916666667;64.8530505952381;64.0625;65.45758928571429;62.5;58.583984375;61.71875;66.20404411764706
Pieza_12_foto490;12;490;59;64;69;71;71;71;71;73;73;75;45.3125;49.18212890625;52.37771739130435;54.48943661971831;55.46875;54.6875;55.46875;56.31421232876713;44.23159246575342;56.552083333333336
Pieza_12_foto509;12;509;57;59;63;64;65;66;67;70;71;72;43.75;45.828919491525426;48.549107142857146;49.2431640625;50.78125;51.08901515151515;51.5625;54.308035714285715;54.90757042253521;56.04383680555556
Pieza_12_foto510;12;510;53;55;57;58;61;64;65;65;64;65;40.742924528301884;42.1875;44.09265350877193;44.94881465517241;46.209016393442624;48.05908203125;50.78125;50.70913461538461;50.0;50.10817307692308
Pieza_12_foto524;12;524;55;58;60;61;63;65;66;67;68;68;41.40625;43.75;46.2890625;47.15676229508197;48.42509920634921;49.75961538461539;50.78125;51.97061567164179;52.34375;53.125
Pieza_12_foto525;12;525;52;52;55;59;62;64;66;67;67;68;39.84375;40.625;41.12215909090909;43.96186440677966;46.774193548387096;49.6826171875;50.47348484848485;51.5625;52.34375;52.5045955882353
Pieza_12_foto540;12;540;60;62;64;66;66;62;69;69;69;69;45.3125;47.089213709677416;48.7548828125;50.74573863636363;51.08901515151515;46.98840725806452;53.09103260869565;52.64945652173913;50.87182971014493;53.90625
Pieza_12_foto541;12;541;60;63;65;68;68;69;69;61;67;67;45.442708333333336;48.31349206349206;49.83173076923077;52.435661764705884;52.34375;52.34375;51.958786231884055;44.88985655737705;49.055503731343286;52.34375
Pieza_12_foto557;12;557;54;57;60;62;63;64;66;67;68;69;40.755208333333336;42.77686403508772;45.377604166666664;47.02620967741935;49.069940476190474;49.560546875;51.34943181818182;52.332089552238806;53.125;53.26086956521739
Pieza_12_foto558;12;558;56;59;61;63;64;64;67;70;71;72;42.96875;45.28601694915254;46.31147540983606;47.75545634920635;50.0;44.53125;48.997201492537314;53.761160714285715;54.6875;55.598958333333336
Pieza_12_foto576;12;576;90;92;92;91;79;97;101;104;104;105;69.765625;71.33152173913044;71.36548913043478;58.550824175824175;50.78125;74.35567010309278;74.69832920792079;80.0030048076923;81.25;81.52529761904762
Pieza_12_foto592;12;592;79;79;91;92;93;95;96;98;101;102;59.72112341772152;61.71875;68.81868131868131;71.875;72.63944892473118;73.74177631578948;74.98372395833333;76.41900510204081;77.86200495049505;79.23560049019608
Pieza_12_foto593;12;593;53;57;59;62;62;62;59;64;64;64;40.77240566037736;43.35252192982456;45.67002118644068;47.65625;48.4375;46.64818548387097;44.53125;48.7060546875;50.0;46.09375
Pieza_12_foto611;12;611;68;70;73;73;83;85;85;78;78;77;49.26470588235294;54.497767857142854;55.415239726027394;57.03125;64.30722891566265;65.74448529411765;61.76470588235294;60.9375;60.15625;60.15625
Pieza_12_foto612;12;612;57;66;68;70;72;74;76;76;74;72;44.394188596491226;46.472537878787875;52.95266544117647;53.90625;54.6875;56.408361486486484;59.200246710526315;59.375;57.326858108108105;53.13585069444444
Pieza_12_foto629;12;629;57;63;64;69;69;70;71;71;71;69;44.09265350877193;42.1875;50.0;51.65307971014493;53.90625;54.6875;55.149647887323944;55.46875;54.6875;50.31702898550725
Pieza_12_foto630;12;630;62;63;69;70;70;63;84;84;75;80;48.4375;48.660714285714285;50.41893115942029;54.609375;53.995535714285715;43.82440476190476;58.919270833333336;63.74627976190476;57.479166666666664;59.62890625
Pieza_12_foto648;12;648;59;59;65;67;67;67;67;68;69;68;44.57097457627118;45.034427966101696;48.20913461538461;52.332089552238806;52.122201492537314;51.77238805970149;50.88619402985075;50.90762867647059;53.66847826086956;51.5625
Pieza_12_foto649;12;649;74;74;74;82;82;84;86;86;84;81;56.22888513513514;57.8125;50.61233108108108;55.144817073170735;64.0625;64.0625;66.58793604651163;66.22456395348837;65.625;63.28125
Pieza_12_foto667;12;667;57;58;60;60;62;65;66;67;67;65;44.53125;45.3125;45.7421875;46.875;46.57258064516129;50.78125;50.78125;51.99393656716418;52.34375;50.78125
Pieza_12_foto685;12;685;54;57;59;61;64;65;66;67;67;67;41.40625;42.87280701754386;45.219809322033896;46.875;48.69384765625;50.625;51.5625;51.60914179104478;52.34375;52.34375
Pieza_12_foto686;12;686;54;59;61;64;68;72;76;80;79;79;41.40625;46.001059322033896;46.2218237704918;49.609375;50.79273897058823;54.30772569444444;58.141447368421055;62.48046875;60.423259493670884;60.7001582278481
Pieza_12_foto702;12;702;67;65;63;61;61;59;61;61;61;61;52.34375;50.54086538461539;49.21875;44.53125;47.65625;46.09375;46.09375;47.65625;46.91342213114754;47.28483606557377
Pieza_12_foto719;12;719;59;61;61;63;65;66;65;65;66;66;45.3125;46.09375;47.65625;49.15674603174603;49.375;51.5625;50.78125;50.78125;50.78125;51.5625
Pieza_12_foto737;12;737;67;67;66;64;64;64;61;62;60;55;50.88619402985075;52.08722014925373;50.911458333333336;48.20556640625;47.66845703125;49.8046875;46.09375;48.39969758064516;42.747395833333336;42.55681818181818
Pieza_12_foto738;12;738;55;55;56;53;53;54;54;57;57;58;42.96875;42.96875;43.61049107142857;41.40625;40.8313679245283;41.40625;42.1875;42.99616228070175;44.53125;45.150862068965516
Pieza_12_foto74;12;74;59;60;70;70;74;74;77;86;86;80;44.53125;46.432291666666664;52.857142857142854;52.86830357142857;56.50337837837838;55.46875;58.23863636363637;62.94513081395349;63.69912790697674;62.5
Pieza_12_foto774;12;774;78;79;72;72;86;91;93;98;100;100;59.95592948717949;57.71360759493671;46.853298611111114;56.25;66.5515988372093;70.06353021978022;72.53024193548387;74.52168367346938;76.6015625;78.125
Pieza_12_foto95;12;95;61;66;68;74;74;70;75;75;75;79;47.182377049180324;48.25994318181818;52.7688419117647;55.479307432432435;57.14738175675676;53.90625;55.322916666666664;58.59375;56.260416666666664;59.22666139240506
Pieza_12_foto96;12;96;90;90;90;90;90;90;90;90;90;90;70.3125;70.3125;70.3125;70.3125;70.3125;70.3125;49.67881944444444;70.3125;70.3125;70.3125
Pieza_12_foto97;12;97;153;153;153;153;153;153;153;153;153;153;83.66013071895425;83.66013071895425;83.66013071895425;83.66013071895425;83.66013071895425;83.66013071895425;83.66013071895425;83.66013071895425;83.66013071895425;83.66013071895425
Pieza_13_foto155;13;155;65;65;65;63;60;60;58;57;54;52;50.64903846153846;50.50480769230769;49.26682692307692;48.89632936507937;46.875;46.09375;45.3125;43.0921052631579;40.625;40.625
Pieza_13_foto156;13;156;67;66;65;63;63;62;60;59;57;55;52.1455223880597;51.5625;50.63701923076923;49.21875;48.74751984126984;47.41683467741935;46.875;45.51112288135593;43.69517543859649;40.96590909090909
Pieza_13_foto173;13;173;74;74;70;70;70;70;63;62;62;57;57.8125;57.801942567567565;54.6875;54.6875;54.6875;51.54017857142857;48.697916666666664;48.4375;46.736391129032256;44.53125
Pieza_13_foto174;13;174;62;62;60;60;60;60;59;56;54;51;48.4375;48.08467741935484;46.875;46.875;46.875;46.145833333333336;45.29925847457627;42.96875;41.420717592592595;39.84375
Pieza_13_foto184;13;184;34;65;65;63;61;60;60;58;54;52;0.0;50.78125;50.06009615384615;47.433035714285715;47.65625;46.09375;46.484375;43.1707974137931;42.1875;40.625
Pieza_13_foto195;13;195;69;71;71;65;63;58;63;63;60;56;52.366394927536234;55.028609154929576;51.36443661971831;49.90384615384615;48.20188492063492;2.413793103448276;55.45634920634921;47.55704365079365;44.6875;43.75
Pieza_13_foto196;13;196;63;61;62;60;60;59;58;58;57;54;49.069940476190474;47.65625;48.4375;45.3125;46.7578125;46.09375;44.53125;45.13739224137931;43.75;42.1875
Pieza_13_foto207;13;207;66;67;66;66;66;65;63;61;60;58;50.78125;52.34375;51.5625;51.5625;51.40861742424242;50.42067307692308;49.21875;46.13217213114754;46.875;44.53125
Pieza_13_foto208;13;208;50;64;117;117;115;112;112;109;108;107;28.890625;35.5712890625;68.77003205128206;79.7676282051282;77.2961956521739;76.904296875;75.72544642857143;74.19008027522936;73.23495370370371;73.01401869158879
Pieza_13_foto220;13;220;59;58;59;59;56;54;53;51;51;50;46.09375;44.53125;46.027542372881356;44.53125;41.74107142857143;42.1875;39.84375;39.84375;39.07781862745098;0.0
Pieza_13_foto221;13;221;57;57;57;60;60;54;53;53;50;50;44.53125;44.53125;44.53125;46.145833333333336;43.541666666666664;41.72453703703704;41.40625;40.33018867924528;39.0625;39.0625
Pieza_13_foto255;13;255;61;61;60;60;58;57;55;54;52;51;0.0;47.65625;46.341145833333336;46.875;44.585129310344826;44.29824561403509;42.38636363636363;40.726273148148145;40.625;39.0625
Pieza_13_foto256;13;256;69;69;67;66;64;63;59;59;57;55;52.34375;53.781702898550726;51.5625;51.06534090909091;49.21875;47.482638888888886;46.09375;45.391949152542374;43.55811403508772;42.28693181818182
Pieza_13_foto267;13;267;51;51;65;63;62;60;60;58;56;55;39.84375;39.0625;50.78125;49.16914682539682;48.4375;46.875;45.364583333333336;45.150862068965516;42.96875;42.96875
Pieza_13_foto278;13;278;68;69;69;65;63;62;60;57;57;53;53.125;53.46467391304348;52.219202898550726;50.78125;48.4375;47.65625;45.260416666666664;44.53125;42.598684210526315;41.40625
Pieza_13_foto279;13;279;71;70;69;68;68;64;62;60;58;58;55.46875;54.140625;53.125;53.125;52.27481617647059;48.681640625;47.84526209677419;45.872395833333336;44.585129310344826;44.55818965517241
